Category ID	Category Name	Number	Name
67	Town / Divers	div013	Divers - Blue, Red Cap
67	Town / Divers	div014	Divers - Red Diver 2, Red Legs, Black Helmet
67	Town / Divers	div015	Divers - Red Diver 2, Black Legs with Red Hips, Black Helmet, Brown Bangs, Stubble
67	Town / Divers	div016	Divers - Red Diver 2, Red Legs with Black Hips, Black Helmet, Brown Bangs, Stubble
67	Town / Divers	div018	Divers - Red Diver 2, Red Legs with Black Hips, Black Helmet, White Bangs
67	Town / Divers	div020	Divers - Red Diver 2, White Cap
67	Town / Extreme Team	ext001	Extreme Team - Blue, Blue Flame Helmet, White Bangs
67	Town / Extreme Team	ext002	Extreme Team - Blue, Blue Helmet Plain, Life Jacket
67	Town / Extreme Team	ext003	Extreme Team - Gray with Dark Gray Helmet
67	Town / Extreme Team	ext004	Extreme Team - Green, Dark Gray Legs, Blue Cap, Life Jacket
67	Town / Extreme Team	ext005	Extreme Team - Green, Black Legs with Yellow Hips, Green Flame Helmet, Life Jacket
67	Town / Extreme Team	ext006	Extreme Team - Green, Black Legs with Yellow Hips, Green Helmet Plain
67	Town / Extreme Team	ext007	Extreme Team - Green, Black Legs with Yellow Hips, Green Cap
67	Town / Classic Town	oct013	Octan - Green Jacket with Pen, Green Legs, White Cap
67	Town / Extreme Team	oct015	Octan - Race Team, Green Legs, White Cap
67	Town / Extreme Team	ext010	Extreme Team - Red
67	Town / Classic Town	ext011	TV Logo Large Pattern, White Legs, Blue Cap
67	Town / Extreme Team	ext012	Extreme Team - White, White Flame Helmet
67	Town / Res-Q	rsq002	Res-Q - Female Lifeguard, Life Jacket
67	Town / Res-Q	rsq003	Res-Q 1 - Black Cap, Life Jacket
67	Town / Res-Q	rsq004	Res-Q 1 - Helmet
67	Town / Res-Q	rsq005	Res-Q 3 - Black Cap
67	Town / Res-Q	rsq006	Res-Q 3 - Black Male Hair
67	Town / Res-Q	rsq007	Res-Q 3 - Diver
67	Town / Res-Q	rsq008	Res-Q 3 - Helmet
67	Town / Res-Q	rsq009	Res-Q 3 - Yellow Legs
67	Town / Res-Q	rsq010	Res-Q 2 - Black Cap
67	Town / Space Port	spp001	Space Port - Astronaut C1, White Legs, Blue Cap
67	Town / Space Port	spp002	Space Port - Astronaut 2 Red Buttons, White Legs with Light Gray Hips, Female
67	Town / Space Port	spp003	Space Port - Astronaut C1, White Legs with Light Gray Hips
67	Town / Classic Town / Launch Command	splc002	Launch Command - Astronaut, Air Tanks
67	Town / Space Port	spp005	Space Port - Astronaut C1, White Legs with Light Gray Hips, Breathing Apparatus
67	Town / Space Port	spp006	Space Port - Astronaut C1, White Legs with Light Gray Hips, Rocket Pack
67	Town / Space Port	spp007	Space Port - Ground Control, Red Cap
67	Town / Space Port	spp008	Space Port - Ground Control, White Cap
67	Town / Space Port	spp009	Space Port - Ground Control, White Construction Helmet
67	Town / Space Port	spp010	Fire - Air Gauge and Pocket, Light Gray Legs and Black Hips, White Fire Helmet, Breathing Hose, White Air Tanks
67	Town / Space Port	spp011	Space Port - Scientist, White Construction Helmet, Black Legs
67	Town / Space Port	spp012	Space Port - Security
67	Town / Race	twn002	Race - Driver, Blue Shark
67	Town / Classic Town	twn004	Town Vest Formal - Race Official, Black Cap
67	Town	twn005	Town
67	Town / Town Jr. / Fire	twn006	Fire - City Center 2, Light Gray Legs, White Helmet, Visor (Spy Runner Pilot)
67	Town / Race	twn008	Race - Driver, Green Alligator, Helmet with Flames
67	Town / Race	twn009	Race - Driver, Red Scorpion, Black Helmet
67	Town / Race	twn010	Race - Driver, Red Scorpion, Red Helmet
124	Train	trn045	Railway Employee 1, Black Legs
124	Train	trn046	Railway Employee 1, Blue Legs
124	Train	trn047	Red & White Stripes - Blue Legs, Brown Male Hair
124	Train	trn048	Red & White Stripes - Blue Legs, Red Cap
124	Train	trn049	Red & White Stripes - Blue Legs, Red Construction Helmet
124	Train	trn050	Red & White Stripes - Blue Legs, Red Hat
124	Train	trn051	Red & White Stripes - Blue Legs, White Construction Helmet
124	Train	trn052	Red Vest and Zipper - Dark Gray Legs, Black Male Hair
124	Train	trn053	Red Vest and Zipper - Black Legs, White Construction Helmet
124	Train	trn054	Red Vest and Zipper - Blue Legs, White Construction Helmet, Moustache
124	Train	trn055	Red Vest and Zipper - Dark Gray Legs, White Construction Helmet, Moustache
124	Train	trn056	Red Vest and Zipper - Black Legs, White Construction Helmet, Sunglasses
124	Train	trn057	Red Vest and Zipper - Blue Legs, White Construction Helmet, Sunglasses
124	Train	trn058	Red Vest and Zipper - Dark Gray Legs, White Construction Helmet, Sunglasses
124	Train	trn059	Railway Employee 5, Dark Gray Legs, Black Hat
124	Train	trn060	Railway Employee 5, Black Legs, Red Hat
124	Train	trn061	Railway Employee 5, Dark Gray Legs, Red Hat
124	Train	trn062	Railway Employee 6
124	Train	trn063	Railway Employee 7
124	Train	trn064	Railway Employee, Black Female Hair
124	Train	trn065	Railway Employee, Brown Female Hair
67	Town / Classic Town	chef005	Chef - Light Gray Legs, Moustache
67	Town / Classic Town	chef004	Chef - Light Gray Legs, Standard Grin
67	Town / Classic Town	chef006	Chef - White Legs, Female
67	Town / Classic Town	trn005	Shirt with 2 Pockets, Blue Legs, Black Ponytail Hair
67	Town / Classic Town	trn006	Necklace Gold - White Legs, Brown Female Hair
67	Town / Classic Town	trn007	Necklace Red - Red Legs, Black Pigtails Hair
67	Town / Classic Town	trn008	Necklace Red - Red Legs, Brown Female Hair
67	Town / Classic Town	trn009	Horizontal Lines Red - Red Arms - Red Legs, Black Pigtails Hair, Brown Backpack
67	Town / Classic Town	trn010	Horizontal Lines Red - Red Arms - Red Legs, Black Female Hair
67	Town / Classic Town	trn011	Horizontal Lines Red - Red Arms - White Legs, Black Female Hair
67	Town / Paradisa	trn012	Horse and Palm - White Legs, Black Ponytail Hair, Black Hips
67	Town / Paradisa	trn013	Horse and Palm - White Legs, Black Ponytail Hair
67	Town / Classic Town	trn014	Jogging Suit,  Blue Legs with Black Hips, Black Female Hair
67	Town / Classic Town	trn015	Jogging Suit, Light Gray Legs, Black Ponytail Hair, Closed Mouth
67	Town / Classic Town	trn016	Jogging Suit, White Legs, Red Cap
67	Town / Classic Town	trn017	TV Logo Small Pattern, White Legs, Black Ponytail Hair
67	Town / Town Jr. / Construction	trn018	Bulldozer Logo - Green Legs, Brown Male Hair
67	Town / Classic Town	trn019	Jacket Brown - Dark Gray Legs, Black Male Hair
67	Town / Classic Town	trn020	Jacket Brown - Yellow Legs, Blue Cap
67	Town / Classic Town	trn021	Jacket Brown - Black Legs, Red Cap
67	Town / Classic Town	trn022	Jacket Brown - Blue Legs, White Cap
67	Town / Classic Town	trn023	Suit with 3 Buttons Black - Black Legs, Light Gray Cowboy Hat
67	Town / Classic Town	bnk001	Bank - Green Legs, Brown Male Hair
67	Town / Classic Town	trn025	Overalls Blue with Pocket, Blue Legs, Black Male Hair
67	Town / Classic Town	trn026	Overalls Blue with Pocket, Blue Legs, Blue Cap
67	Town / Classic Town	trn027	Suit with 3 Buttons Blue - Blue Legs, Black Male Hair
67	Town / Classic Town	trn028	Suit with 3 Buttons Blue - Black Legs, Brown Male Hair
67	Town / Classic Town	trn029	Jacket Green with 2 Large Pockets - Light Gray Legs, Red Cap and Brown Backpack
67	Town / Classic Town	trn030	Jacket Green with 2 Large Pockets - Black Legs, White Cap
67	Town / Classic Town	trn031	Suit with 2 Pockets White - Blue Legs, Black Male Hair
67	Town / Classic Town	trn032	Suit with 2 Pockets White - Dark Gray Legs, Black Male Hair
67	Town / Classic Town	trn033	Suit with 2 Pockets White - Light Gray Legs, Brown Male Hair
67	Town / Classic Town	trn034	Plain Black Torso with Yellow Arms, Blue Legs, Sunglasses, Brown Male Hair
67	Town / Classic Town	trn035	Trucker - Blue Legs, Black Male Hair
67	Town / Classic Town	trn036	Palm Tree - Blue Legs, Blue Cap
67	Town / Classic Town	trn037	Plain Black Torso with Yellow Arms, Yellow Legs, Sunglasses, Red Cap
67	Town / Classic Town	trn038	Horizontal Lines Blue - Blue Arms - Blue Legs, Black Male Hair, Brown Backpack
67	Town / Classic Town	trn039	Horizontal Lines Blue - Blue Arms - Blue Legs, Brown Male Hair
67	Town / Classic Town	trn040	Vertical Lines Red & Blue - Blue Arms - Blue Legs, Red Cap
67	Town / Classic Town	oct014	Octan - Green Jacket with Pen, Green Legs, Black Male Hair
67	Town / Classic Town / Gas Station	oct012	Octan - White Logo, Green Legs, Red Cap
67	Town / Classic Town / Police	trn043	Police - Zipper with Sheriff Star, Brown Male Hair
67	Town / Classic Town / Police	cop011	Police - Suit with Sheriff Star, Black Legs, Black Male Hair
9	Castle	gen001	Skeleton - Standard Skull, Floppy Arms
65	Star Wars / Star Wars Episode 4/5/6	sw0035	Imperial TIE Fighter Pilot - Brown Head
65	Star Wars / Star Wars Episode 1	sw0065	Battle Droid Pilot - Tan Torso with Blue Insignia, Angled Arms
9	Castle / Classic Castle	cas075	Classic - Knight, Shield Red/Gray, Light Gray Legs with Red Hips, Dark Gray Chin-Guard
9	Castle	gen002	Ghost with 1 x 2 Plate and 1 x 2 Brick as Legs
65	Star Wars / Star Wars Episode 4/5/6	sw0036	Imperial Stormtrooper - Yellow Head
9	Castle / Classic Castle	cas074	Classic - Knight, Shield Red/Gray, Black Legs with Red Hips, Light Gray Neck-Protector
9	Castle / Classic Castle	cas076	Classic - Knights Tournament Princess with Necklace
9	Castle / Crusaders	cas109	Crusader Axe - Light Gray Legs, Dark Gray Neck-Protector
9	Castle / Black Knights	cas166	Breastplate - Armor over Black, Dark Gray Helmet, Black Visor, Yellow Dragon Plumes
9	Castle / Black Knights	cas168	Breastplate - Armor over Black, Dark Gray Helmet, Black Visor, Red Dragon Plumes
9	Castle / Lion Knights	cas170	Breastplate - Armor over Red, Black Helmet, Dark Gray Visor, Red Plume
9	Castle / Black Knights	cas172	Breastplate - Armor over Black, Black Helmet, Dark Gray Visor, Red 3-Feather Plume
9	Castle / Classic Castle	cas077	Classic - Knights Tournament Prince
153	Fabuland	fab1a	Fabuland Bear - Bernard Bear, Red Legs, Blue Top and Arms
153	Fabuland	fab1b	Fabuland Bear - Billy Bear, Black Head, Legs and Arms, White Top
153	Fabuland	fab1c	Fabuland Bear - Bruno Bear, Black Legs, Red Top, Yellow Arms
153	Fabuland	fab2a	Fabuland Bulldog - Bertie Bulldog (Police Chief), Brown Head, Black Police Hat
153	Fabuland	fab2b	Fabuland Bulldog - Constable Clarke Bulldog, White Head, Black Police Hat
153	Fabuland	fab2c	Fabuland Bulldog - Boris Bulldog (Postman), White Head, Blue Hat and Top
153	Fabuland	fab2d	Fabuland Bulldog - Boris Bulldog (Postman), White Head, Blue Top
153	Fabuland	fab2f	Fabuland Bulldog - Barty Bulldog (Fire Chief), Brown Head, Red Fire Helmet, Black Legs, Buttons
153	Fabuland	fab2g	Fabuland Bulldog - Barty Bulldog (Fire Chief), Brown Head, Red Fire Helmet, Yellow Legs
153	Fabuland	fab2h	Fabuland Bulldog - Buster Bulldog (Fireman), White Head, Red Fire Helmet and Top
153	Fabuland	fab3a	Fabuland Rabbit - Rufus Rabbit, Brown Head, Red Legs and Arms, Yellow Top
153	Fabuland	fab3b	Fabuland Rabbit - Robby Rabbit, Brown Head, White Legs, Red Top and Arms
153	Fabuland	fab3d	Fabuland Rabbit - Bonnie Bunny, Tan Head, Yellow Legs and Arms, White Top with Red Collar
153	Fabuland	fab3e	Fabuland Cat - Charlie Cat, Brown Head, Yellow Legs and Arms, Blue Top
153	Fabuland	fab3g	Fabuland Cat - Catherine / Cathy Cat (Cook), White Head and Top
153	Fabuland	fab3h	Fabuland Cat - Catherine / Cathy Cat (Cook), White Head and Top with Red Bow
153	Fabuland	fab4a	Fabuland Cow - Clara Cow
153	Fabuland	fab4b	Fabuland Crocodile - Clive Crocodile
153	Fabuland	fab4c	Fabuland Crocodile - Clive Crocodile, Red Bow Tie
153	Fabuland	fab4d	Fabuland Bird - Charlie / Joe Crow, Black Head, Red Pilot Helmet, Black Eyes
153	Fabuland	fab4e	Fabuland Bird - Charlie / Joe Crow, Black Head
153	Fabuland	fab4f	Fabuland Bird - Sandy Seagull / Albert Albatross, Red Pilot Helmet, White Head
153	Fabuland	fab4g	Fabuland Dog - Doctor (David) Dog, Light Gray Head
153	Fabuland	fab5a	Fabuland Elephant - Ernie Elephant, Light Gray Legs, Blue Top and Arms
153	Fabuland	fab5b	Fabuland Elephant - Edward Elephant, Light Gray Legs, Red Top and Arms
153	Fabuland	fab5d	Fabuland Elephant - Edward Elephant, Black Legs, Yellow Raincoat and Hat, Black Eyes
153	Fabuland	fab5e	Fabuland Fox - Freddy Fox, Red Legs, Black Top
153	Fabuland	fab5f	Fabuland Fox - Freddy Fox, Blue Legs / Overalls, Red Top, Yellow Hat
153	Fabuland	fab5g	Fabuland Goat - Gertrude Goat, White Head
153	Fabuland	fab5h	Fabuland Goat - Billy Goat, Light Gray Head
153	Fabuland	fab6f	Fabuland Hippo - Hanna Hippopotamus, with Necklace
153	Fabuland	fab6b	Fabuland Horse - Clarence Carpenter, Light Gray Head, Yellow Legs and Arms, Blue Top
153	Fabuland	fab6c	Fabuland Horse - Harry Horse, Light Gray Head and Overalls
153	Fabuland	fab6d	Fabuland Horse - Harry Horse, Light Gray Head, Red Legs, Black Top
153	Fabuland	fab7a	Fabuland Lamb - Lisa Lamb, Blue Top
153	Fabuland	fab7b	Fabuland Lamb - Lulu Lamb, Green Top
153	Fabuland	fab7c	Fabuland Figure Poodle
153	Fabuland	fab7d	Fabuland Lamb - Lucy Lamb (Nurse), Yellow Top, White Eyes, Eyelashes Up
153	Fabuland	fab7e	Fabuland Lion - Lionel Lion (Mayor)
153	Fabuland	fab7f	Fabuland Lion - Lionel Lion (Mayor), with Necklace
153	Fabuland	fab7g	Fabuland Lion - Lionel Lion (Mayor), with Necklace and White Hat
153	Fabuland	fab8a	Fabuland Monkey - Mike Monkey (Chauffeur), Brown Head, Blue Tie, Light Gray Hat
153	Fabuland	fab8b	Fabuland Monkey - Mike Monkey (Chauffeur), Brown Head, Blue Tie, Red Hat
153	Fabuland	fab8d	Fabuland Monkey - Chester Chimp, Brown Head, Black Legs, Green Top, Yellow Arms
153	Fabuland	fab8e	Fabuland Monkey - Gabriel Gorilla, Brown Head, White Legs, Red Top
153	Fabuland	fab8g	Fabuland Monkey - Mike Monkey, Red Head, Legs and Arms, Yellow Top
153	Fabuland	fab8h	Fabuland Monkey - Monkey Mate, Brown Head, White Sailor Hat
153	Fabuland	fab8i	Fabuland Monkey - Oscar Orangutan, Red Head, White Hat
153	Fabuland	fab9a	Fabuland Mouse - Maximillian Mouse (Max), Brown Head, Yellow Legs, Red Top
153	Fabuland	fab9b	Fabuland Mouse - Maximillian Mouse (Max), Brown Head, Red Top with Number 8
153	Fabuland	fab9c	Fabuland Mouse - Mortimer Mouse (Morty), Light Gray Head, Blue Top
153	Fabuland	fab9g	Fabuland Mouse - Marjorie Mouse, White Head and Legs / Overalls, Yellow Top
153	Fabuland	fab10a	Fabuland Bear - Peter Panda, White Head, Legs and Arms, Black Top
153	Fabuland	fab10b	Fabuland Bear - Patrick Panda, White Head, Top and Arms, Black Legs
153	Fabuland	fab10c	Fabuland Bird - Paul Parrot (Photographer), Green Head
153	Fabuland	fab11a	Fabuland Pig - Percy Pig, Yellow Legs and Arms, Blue Top
153	Fabuland	fab11f	Fabuland Pig - Peter Pig (Cook), Red Legs, White Top
153	Fabuland	fab12a	Fabuland Bear - Roger Raccoon, Black Legs, Red Top, Small Eyes Mask
153	Fabuland	fab12c	Fabuland Bear - Ricky Raccoon, Black Legs, White Top, Yellow Arms, Large Eyes Mask
153	Fabuland	fab12d	Fabuland Bear - Ricky Raccoon, Blue Legs, Black Top, Yellow Arms, Large Eyes Mask
153	Fabuland	fab12e	Fabuland Walrus - Wilfred Walrus (Captain), Red Legs, Blue Hat and Top
153	Fabuland	fab12f	Fabuland Walrus - Walter Walrus / William Walrus, Blue Legs, Red Top
9	Castle	cas078	Castle
9	Castle / Classic Castle	cas079	Classic - Knights Tournament Knight Blue
9	Castle / Classic Castle	cas081s	Classic - Yellow Castle Knight Blue Cavalry - with Vest Stickers
9	Castle / Classic Castle	cas082s	Classic - Yellow Castle Knight Blue - with Vest Stickers
9	Castle / Classic Castle	cas083s	Classic - Yellow Castle Knight White Cavalry - with Vest Stickers
9	Castle / Classic Castle	cas084s	Classic - Yellow Castle Knight White - with Vest Stickers
9	Castle / Classic Castle	cas085s	Classic - Yellow Castle Knight Black Cavalry - with Vest Stickers
9	Castle / Classic Castle	cas086s	Classic - Yellow Castle Knight Black - with Vest Stickers
9	Castle / Classic Castle	cas087s	Classic - Yellow Castle Knight Red Cavalry - with Vest Stickers
9	Castle / Classic Castle	cas088s	Classic - Yellow Castle Knight Red - with Vest Stickers
9	Castle	cas089	Blacksmith - Black Legs and Hips, Yellow Torso and Arms, Black Hands, Black Cowl, Brown Plastic Cape
9	Castle	cas090	Castle
9	Castle	cas091	Peasant - Light Gray Legs, Black Hood
9	Castle	cas092	Peasant - Light Gray Legs, Brown Hood
9	Castle	cas093	Peasant - Red Legs, Black Hood
9	Castle	cas095	Maiden with Necklace - Blue Legs, Cape, Red Cone Hat, Blue Plastic Cape
9	Castle	cas096	Maiden with Necklace - Blue Legs, White Cone Hat
9	Castle	cas097	Maiden, Red Cone Hat
9	Castle / Black Falcons	cas098	Black Falcon - Black Legs with Red Hips, Black Chin-Guard
9	Castle / Black Falcons	cas099	Black Falcon - Black Legs with Red Hips, Black Neck-Protector
9	Castle	cas100	Castle
9	Castle / Black Falcons	cas101	Black Falcon - Black Legs, Black Neck-Protector, Shield Bottom Round (Undetermined Type)
9	Castle / Black Falcons	cas102	Black Falcon - Light Gray Legs with Black Hips, Dark Gray Chin-Guard
9	Castle / Black Falcons	cas103	Black Falcon - Light Gray Legs with Black Hips, Black Neck-Protector
9	Castle	cas104	Castle
9	Castle / Crusaders	cas105	Crusader Axe - Black Legs with Red Hips, Dark Gray Neck-Protector
9	Castle	cas106	Castle
9	Castle / Crusaders	cas107	Crusader Axe - Blue Legs with Black Hips, Dark Gray Chin-Guard
9	Castle / Crusaders	cas108	Crusader Axe - Blue Legs with Black Hips, Dark Gray Neck-Protector
9	Castle / Crusaders	cas115	Crusader Lion - Blue Legs with Black Hips, Dark Gray Neck-Protector
9	Castle	cas117	Castle
9	Castle	cas125	Castle
9	Castle / Crusaders	cas110	Crusader Axe - Red Legs with Black Hips, Dark Gray Chin-Guard
9	Castle / Crusaders	cas111	Crusader Axe - Red Legs with Black Hips, Dark Gray Neck-Protector
9	Castle / Crusaders	cas112	Crusader Lion - Black Legs with Red Hips, Dark Gray Neck-Protector
9	Castle / Crusaders	cas113	Crusader Lion - Blue Legs with Black Hips, Dark Gray Chin-Guard
9	Castle / Crusaders	cas114	Crusader Lion - Blue Legs, Dark Gray Chin-Guard
9	Castle / Crusaders	cas116	Crusader Lion - Light Gray Legs, Dark Gray Chin-Guard, Blue Plastic Cape
9	Castle	cas118	Castle
9	Castle / Crusaders	cas119	Crusader Lion - Red Legs with Black Hips, Dark Gray Chin-Guard
9	Castle / Crusaders	cas120	Crusader Lion - Red Legs with Black Hips, Black Neck-Protector
9	Castle / Crusaders	cas121	Crusader Lion - Red Legs, Dark Gray Neck-Protector
9	Castle	cas122	Castle
9	Castle	cas123	Castle
9	Castle / Forestmen	cas124	Forestman - Pouch, Green Hat, White Feather
9	Castle / Forestmen	cas126	Forestman - Pouch, Green Hat, Red Plume
9	Castle	cas127	Castle
9	Castle / Forestmen	cas128	Forestman - Pouch, Brown Hat, Red Feather
9	Castle	cas129	Castle
9	Castle	cas130	Castle
9	Castle	cas131	Castle
9	Castle	cas132	Castle
9	Castle / Forestmen	cas133	Forestman - Blue, Green Hat, Red 3-Feather Plume
9	Castle	cas134	Castle
9	Castle / Forestmen	cas135	Forestman - Blue, Brown Hat, Yellow Plume
9	Castle / Forestmen	cas136	Forestman - Blue, Brown Hat, Yellow 3-Feather Plume
9	Castle / Forestmen	cas137	Forestman - Red, Green Hat, Red Feather
9	Castle / Forestmen	cas138	Forestman - Red, Green Hat, Yellow Plume
9	Castle / Forestmen	cas139	Forestman - Red, Brown Hat, Red Feather
9	Castle	cas140	Castle
9	Castle / Black Knights	cas141	Scale Mail - Blue, Blue Legs with Black Hips, Black Chin-Guard
9	Castle / Black Knights	cas142	Scale Mail - Blue, Blue Legs with Black Hips, Dark Gray Neck-Protector
9	Castle	cas143	Castle
9	Castle / Black Falcons	cas144	Scale Mail - Blue, Red Legs with Black Hips, Dark Gray Neck-Protector
9	Castle / Royal Knights	cas145	Scale Mail - Red with Blue Arms, White Legs with Black Hips, Black Chin-Guard
9	Castle / Lion Knights	cas147	Scale Mail - Red with Blue Arms, Black Legs with Red Hips, Black Chin-Guard
